company,seasonality_mode,changepoint_prior_scale,seasonality_prior_scale,reg_lag,train_rmse,train_mae,test_rmse,test_mae,n225_coef,params
コスモスイニシア,multiplicative,0.2,5.0,6,0.16608429970090827,0.10905324219238413,0.09279354749284113,0.07478838611674242,-0.2182651383203822,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
コスモスイニシア,multiplicative,0.2,15.0,6,0.16634605383107237,0.10933601894761301,0.09242267833596837,0.07396811412608882,-0.13679789128438516,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
日神グループホールディングス,additive,0.05,5.0,6,0.10639254499959291,0.07517920647325811,0.04210159826858501,0.03629492969821547,-0.0020103937999111053,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
日神グループホールディングス,additive,0.05,15.0,6,0.10639195285661562,0.07518116449349266,0.0420911690609101,0.03628214659333043,-0.0020099242362799042,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
日神グループホールディングス,additive,0.2,5.0,6,0.10401962243806305,0.07372934401350681,0.050969948151737526,0.043438153930601575,-0.0035382557142488377,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
日神グループホールディングス,additive,0.2,15.0,6,0.10404125733142437,0.07359599501729953,0.049694720034355974,0.04244122829128253,-0.0033745669594445406,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
日神グループホールディングス,multiplicative,0.05,5.0,6,0.10837951153529851,0.07723086282866104,0.04157819557543218,0.03595511919220674,-0.0010320806181571584,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
日神グループホールディングス,multiplicative,0.05,15.0,6,0.1083793457002855,0.0772306516516465,0.04157384261193901,0.035952984931741504,-0.0010339158782708758,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
日神グループホールディングス,multiplicative,0.2,5.0,6,0.10467227671976966,0.07504560114618633,0.04257912800047984,0.03716171254988146,-0.5133111749390091,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
日神グループホールディングス,multiplicative,0.2,15.0,6,0.10833214825697317,0.07719973825899067,0.041446218850327635,0.03585608380705294,-0.008118027561242197,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
シーラホールディングス,additive,0.05,5.0,6,0.10038244690902713,0.06986818513203523,0.11874613787438837,0.0861234512792758,-0.0019060948413560112,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
